dataset,model,fault,mae_mean,mae_std,rmse_mean,rmse_std,h3_mae_mean,h6_mae_mean,h12_mae_mean,seeds,latency_mean_sec
METR-LA,KNN+ID-MLP,clean,4.6355236053466795,0.018022691557170286,12.042705631256103,0.055681716159127856,3.6066241979599,4.684824657440186,6.067738103866577,10,0.7668036099994424
METR-LA,KNN+ID-MLP,continuous_outage_24,5.189640140533447,0.023660312565858453,12.653238487243652,0.061311770197187206,4.253661680221557,5.2371622085571286,6.493161058425903,10,0.6982893999996123
METR-LA,KNN+ID-MLP,gaussian_noise_high,6.654917287826538,0.04260466653571807,13.550299072265625,0.03908137304013532,6.103875064849854,6.641700553894043,7.449407148361206,10,0.7858442699999614
METR-LA,KNN+ID-MLP,linear_drift_high,9.198320674896241,0.20661776286078068,15.142587375640868,0.13971675513331908,8.904560565948486,9.252336692810058,9.605691909790039,10,0.736271349999788
METR-LA,KNN+ID-MLP,random_missing_20,5.739272022247315,0.07358182514967505,13.013988399505616,0.104529821435935,4.86731743812561,5.795832967758178,6.935541582107544,10,0.7982481800002461
METR-LA,KNN+ID-MLP,random_missing_40,7.283320617675781,0.10604070931235139,14.831717109680175,0.18101362038084404,6.6056365966796875,7.3450408458709715,8.18934679031372,10,0.7506189400003678
METR-LA,KNN+ID-MLP,stuck_at_last_value_high,4.928009271621704,0.030852434255658742,12.297165870666504,0.0663166585928769,3.9738068342208863,4.975149250030517,6.270249271392823,10,0.8167179199998372
METR-LA,PPCA-lite+ID-MLP,clean,4.642674446105957,0.011654250470201261,12.055448246002197,0.03278485765461672,3.6122313499450684,4.693459844589233,6.081744050979614,10,0.8586453300002177
METR-LA,PPCA-lite+ID-MLP,continuous_outage_24,4.78894567489624,0.013924228236316333,12.168299388885497,0.027879409128905925,3.8117763996124268,4.833012962341309,6.1556988716125485,10,0.8221427499996935
METR-LA,PPCA-lite+ID-MLP,gaussian_noise_high,13.320888423919678,0.122696694838953,21.322260475158693,0.07659943376364288,14.419250583648681,13.213833332061768,12.042720890045166,10,0.8375645500003884
METR-LA,PPCA-lite+ID-MLP,linear_drift_high,12.48894510269165,0.06099132040954714,22.032041931152342,0.06557453567602121,13.177660655975341,12.474003982543945,11.653818798065185,10,0.7453803399999742
METR-LA,PPCA-lite+ID-MLP,random_missing_20,4.864403343200683,0.022743147980192314,12.19013500213623,0.02181407756194594,3.9191626787185667,4.90752682685852,6.1749896049499515,10,0.7642208699998264
METR-LA,PPCA-lite+ID-MLP,random_missing_40,5.166486358642578,0.029316758092213114,12.397324275970458,0.0339623956508185,4.320270013809204,5.201169443130493,6.335101795196533,10,0.7300986599995213
METR-LA,PPCA-lite+ID-MLP,stuck_at_last_value_high,4.856825971603394,0.013009678009164114,12.146661472320556,0.031119121598075505,3.8898477792739867,4.908158016204834,6.207468509674072,10,0.7950143699999899
METR-LA,PyPOTS-SAITS+ID-MLP,clean,4.647175455093384,0.01658152473145993,12.065978145599365,0.04297390987648125,3.620948576927185,4.696831464767456,6.078990745544433,10,0.7665890999999647
METR-LA,PyPOTS-SAITS+ID-MLP,continuous_outage_24,4.782529830932617,0.016715752200594174,12.28040132522583,0.04410087145719923,3.786273789405823,4.828056955337525,6.173297882080078,10,0.8431299799997305
METR-LA,PyPOTS-SAITS+ID-MLP,gaussian_noise_high,13.62445592880249,0.4956786452802495,23.95162582397461,0.6055627738172125,14.479984378814697,13.592586994171143,12.613522720336913,10,0.7850929100001849
METR-LA,PyPOTS-SAITS+ID-MLP,linear_drift_high,13.62445592880249,0.4956786452802495,23.95162582397461,0.6055627738172125,14.479984378814697,13.592586994171143,12.613522720336913,10,0.7739490999994814
METR-LA,PyPOTS-SAITS+ID-MLP,random_missing_20,4.894989109039306,0.026496803010230947,12.399682712554931,0.05735583439991243,3.9028452157974245,4.939382648468017,6.275907897949219,10,0.8147383699993043
METR-LA,PyPOTS-SAITS+ID-MLP,random_missing_40,5.145468473434448,0.030899182515270344,12.796486759185791,0.06868930076871375,4.194185018539429,5.179917192459106,6.47114930152893,10,0.8031642099998862
METR-LA,PyPOTS-SAITS+ID-MLP,stuck_at_last_value_high,4.842764949798584,0.02408860546555563,12.343208312988281,0.054606336855924774,3.839388203620911,4.890731906890869,6.242898273468017,10,0.7979075600003398
METR-LA,SRAF-ID-v2-current-best,clean,4.643816566467285,0.021935318683949077,12.105711269378663,0.05315816755457839,3.650948929786682,4.692030000686645,6.008772611618042,10,1.5946786800003339
METR-LA,SRAF-ID-v2-current-best,continuous_outage_24,5.363003301620483,0.018634490765958266,13.499675273895264,0.05773537733033613,4.512058162689209,5.402595376968383,6.540691232681274,10,1.6800022300004003
METR-LA,SRAF-ID-v2-current-best,gaussian_noise_high,4.820000267028808,0.020331947015626118,12.192301940917968,0.04788598037808711,3.885876178741455,4.852055835723877,6.1062743186950685,10,1.6452075000001969
METR-LA,SRAF-ID-v2-current-best,linear_drift_high,4.916379642486572,0.03860586068281575,12.310514640808105,0.07021173363235839,3.986378312110901,4.9622527122497555,6.171987009048462,10,1.6182984099997157
METR-LA,SRAF-ID-v2-current-best,random_missing_20,4.723700094223022,0.020640555188116323,12.258049488067627,0.05116868686345377,3.7540650367736816,4.773634672164917,6.054733419418335,10,1.7453328500002043
METR-LA,SRAF-ID-v2-current-best,random_missing_40,4.862210845947265,0.020747753477005963,12.525359439849854,0.048721328449683785,3.9301578044891357,4.909193706512451,6.14714937210083,10,1.769587630000069
METR-LA,SRAF-ID-v2-current-best,stuck_at_last_value_high,4.808916234970093,0.024812584920492695,12.445550537109375,0.05014229861792654,3.8658199071884156,4.847962999343872,6.118876838684082,10,1.644521650000388
PEMS-BAY,KNN+ID-MLP,clean,1.7298053979873658,0.007234664253148696,4.02286913394928,0.0247484571092781,1.3903671622276306,1.7800556898117066,2.2255125761032106,10,1.2755250400005025
PEMS-BAY,KNN+ID-MLP,continuous_outage_24,1.9180986762046814,0.004269773881963665,4.288480186462403,0.016825363849473036,1.625172758102417,1.9638619065284728,2.349927806854248,10,1.194362690001435
PEMS-BAY,KNN+ID-MLP,gaussian_noise_high,2.9711180686950684,0.014631388067283048,5.188015556335449,0.02645582991947095,2.9952335357666016,2.9584741592407227,2.971928524971008,10,1.1817020799979219
PEMS-BAY,KNN+ID-MLP,linear_drift_high,4.1282402038574215,0.02924877062185034,6.150666522979736,0.04848021523091004,4.340450096130371,4.1316009044647215,3.7934274911880492,10,1.2582357599982061
PEMS-BAY,KNN+ID-MLP,random_missing_20,2.113947534561157,0.02397785898189373,4.93354640007019,0.08172296254389393,1.8910093307495117,2.1540616273880007,2.465730333328247,10,1.1087436199974037
PEMS-BAY,KNN+ID-MLP,random_missing_40,2.575463891029358,0.03764910700066615,5.769877099990845,0.1264866379213709,2.4786258220672606,2.6063178300857546,2.763372540473938,10,1.1382073399974615
PEMS-BAY,KNN+ID-MLP,stuck_at_last_value_high,1.8727935791015624,0.009610521958496697,4.216059303283691,0.023399104105984544,1.5667020082473755,1.9220919013023376,2.325335216522217,10,1.188315010000224
PEMS-BAY,PPCA-lite+ID-MLP,clean,1.7324216842651368,0.008568260034843013,4.03951256275177,0.02542297965275543,1.3895025253295898,1.7821337580680847,2.2354782819747925,10,1.168331310002395
PEMS-BAY,PPCA-lite+ID-MLP,continuous_outage_24,1.7910003304481505,0.00763375950332325,4.094151353836059,0.024216023830887178,1.4750667214393616,1.8336175560951233,2.259355092048645,10,1.2366371699979937
PEMS-BAY,PPCA-lite+ID-MLP,gaussian_noise_high,4.79372992515564,0.04430509301161388,8.273592281341553,0.08519101916167444,5.147780036926269,4.827272558212281,4.3143082618713375,10,1.2495656700004474
PEMS-BAY,PPCA-lite+ID-MLP,linear_drift_high,4.396491146087646,0.03175583946977629,8.679768753051757,0.09458176855316212,4.678086519241333,4.435024738311768,3.997968554496765,10,1.14526864000145
PEMS-BAY,PPCA-lite+ID-MLP,random_missing_20,1.8743042349815369,0.01230892197107816,4.322261619567871,0.034310673145654676,1.6059642434120178,1.9128753304481507,2.28908224105835,10,1.2501312199994572
PEMS-BAY,PPCA-lite+ID-MLP,random_missing_40,2.0131489992141725,0.013050267029923478,4.531706762313843,0.04004598354256303,1.8113306522369386,2.039356231689453,2.345354771614075,10,1.1673260599993227
PEMS-BAY,PPCA-lite+ID-MLP,stuck_at_last_value_high,1.8096700310707092,0.008271677727243994,4.14148907661438,0.027165667543269063,1.492090606689453,1.8551860809326173,2.2808357954025267,10,1.2688028200005648
PEMS-BAY,PyPOTS-SAITS+ID-MLP,clean,1.7304443717002869,0.005640170988580334,4.031702637672424,0.024434190122972203,1.3900724411010743,1.7790678143501282,2.228536009788513,10,1.5369382400022005
PEMS-BAY,PyPOTS-SAITS+ID-MLP,continuous_outage_24,1.804950773715973,0.0047341958914955354,4.144859075546265,0.020499845266408866,1.4862510204315185,1.84808908700943,2.2738953113555906,10,1.5357966799980205
PEMS-BAY,PyPOTS-SAITS+ID-MLP,gaussian_noise_high,5.457452869415283,0.3381542783265589,9.649280452728272,0.23099925810810334,5.824860334396362,5.503604507446289,4.9230287075042725,10,1.529221689998667
PEMS-BAY,PyPOTS-SAITS+ID-MLP,linear_drift_high,5.457452869415283,0.3381542783265589,9.649280452728272,0.23099925810810334,5.824860334396362,5.503604507446289,4.9230287075042725,10,1.505948239997815
PEMS-BAY,PyPOTS-SAITS+ID-MLP,random_missing_20,1.8766610503196717,0.008101294144063699,4.331358957290649,0.025128369878476057,1.582719349861145,1.9165796995162965,2.3159303665161133,10,1.4228800999997475
PEMS-BAY,PyPOTS-SAITS+ID-MLP,random_missing_40,2.01359384059906,0.008911477551499743,4.554000759124756,0.030373992253332222,1.7614940643310546,2.0444069385528563,2.398063611984253,10,1.5171425599975918
PEMS-BAY,PyPOTS-SAITS+ID-MLP,stuck_at_last_value_high,1.8239225387573241,0.006260787447511044,4.178463125228882,0.022225046205511117,1.4999370217323302,1.8707218170166016,2.29875853061676,10,1.4444324200012488
PEMS-BAY,SRAF-ID-v2-current-best,clean,1.8128776907920838,0.006069171030862641,4.1047155380249025,0.014490108518850313,1.4751808166503906,1.842858350276947,2.307528042793274,10,2.5470730699991693
PEMS-BAY,SRAF-ID-v2-current-best,continuous_outage_24,2.0808743238449097,0.003315805307121039,4.646468591690064,0.011159632933562223,1.8165942072868346,2.110273838043213,2.4748194932937624,10,2.6795172299986008
PEMS-BAY,SRAF-ID-v2-current-best,gaussian_noise_high,2.081875538825989,0.008204083125748265,4.347426319122315,0.009071155775910842,1.8129600167274476,2.0951271295547484,2.480828285217285,10,2.611788809999416
PEMS-BAY,SRAF-ID-v2-current-best,linear_drift_high,1.991592562198639,0.022411626452870953,4.328395843505859,0.025275562308702638,1.7173336148262024,2.0129711985588075,2.390211248397827,10,2.590686100001767
PEMS-BAY,SRAF-ID-v2-current-best,random_missing_20,1.8451247096061707,0.006710947776488412,4.166896152496338,0.009918983056353555,1.5194538474082946,1.8719501972198487,2.3257318496704102,10,2.8453794600005495
PEMS-BAY,SRAF-ID-v2-current-best,random_missing_40,1.9070953130722046,0.007493084546500168,4.294123554229737,0.01327360477346802,1.599668037891388,1.9288358092308044,2.3656111478805544,10,2.963478380002198
PEMS-BAY,SRAF-ID-v2-current-best,stuck_at_last_value_high,1.8709653854370116,0.006024347716940033,4.254251194000244,0.014411630258276763,1.5513741493225097,1.896651291847229,2.3447154760360718,10,2.594325789998402
