dataset,model,fault,mae_mean,mae_std,rmse_mean,rmse_std,h3_mae_mean,h6_mae_mean,h12_mae_mean,seeds,latency_mean_sec
METR-LA,ID-MLP-CA,clean,4.720575761795044,0.03553275343766942,12.11383810043335,0.053912799465992145,3.7133954524993897,4.7545675277709964,6.122997570037842,10,0.5055579399998351
METR-LA,ID-MLP-CA,continuous_outage_24,5.408777236938477,0.03580257107367734,13.623215866088866,0.04517216487293199,4.538072109222412,5.435858583450317,6.629610586166382,10,0.7691094199999953
METR-LA,ID-MLP-CA,gaussian_noise_high,4.991644716262817,0.05500401113737108,12.392468070983886,0.059545195675284955,4.053419399261474,5.004250955581665,6.316861915588379,10,0.560080390000121
METR-LA,ID-MLP-CA,linear_drift_high,5.028336715698242,0.06376073256107309,12.260601329803468,0.043599232071742086,4.136958837509155,5.065574216842651,6.258183336257934,10,0.5743750100000398
METR-LA,ID-MLP-CA,random_missing_20,4.952693367004395,0.07797823493151035,12.410905075073241,0.07196362644750368,4.014462876319885,4.983692455291748,6.262473726272583,10,0.6595828499994696
METR-LA,ID-MLP-CA,random_missing_40,5.361892414093018,0.10480815656970177,12.919052791595458,0.09286776846564673,4.527794075012207,5.38220796585083,6.535284185409546,10,0.7856045000001359
METR-LA,ID-MLP-CA,stuck_at_last_value_high,4.890149211883545,0.04665237606470274,12.461601638793946,0.07228756688990767,3.9337103605270385,4.916779279708862,6.2358214378356935,10,0.6037410199990972
METR-LA,KNN+ID-MLP,clean,4.6355236053466795,0.018022691557170286,12.042705631256103,0.055681716159127856,3.6066241979599,4.684824657440186,6.067738103866577,10,0.7668036099994424
METR-LA,KNN+ID-MLP,continuous_outage_24,5.189640140533447,0.023660312565858453,12.653238487243652,0.061311770197187206,4.253661680221557,5.2371622085571286,6.493161058425903,10,0.6982893999996123
METR-LA,KNN+ID-MLP,gaussian_noise_high,6.654917287826538,0.04260466653571807,13.550299072265625,0.03908137304013532,6.103875064849854,6.641700553894043,7.449407148361206,10,0.7858442699999614
METR-LA,KNN+ID-MLP,linear_drift_high,9.198320674896241,0.20661776286078068,15.142587375640868,0.13971675513331908,8.904560565948486,9.252336692810058,9.605691909790039,10,0.736271349999788
METR-LA,KNN+ID-MLP,random_missing_20,5.739272022247315,0.07358182514967505,13.013988399505616,0.104529821435935,4.86731743812561,5.795832967758178,6.935541582107544,10,0.7982481800002461
METR-LA,KNN+ID-MLP,random_missing_40,7.283320617675781,0.10604070931235139,14.831717109680175,0.18101362038084404,6.6056365966796875,7.3450408458709715,8.18934679031372,10,0.7506189400003678
METR-LA,KNN+ID-MLP,stuck_at_last_value_high,4.928009271621704,0.030852434255658742,12.297165870666504,0.0663166585928769,3.9738068342208863,4.975149250030517,6.270249271392823,10,0.8167179199998372
METR-LA,PPCA-lite+ID-MLP,clean,4.642674446105957,0.011654250470201261,12.055448246002197,0.03278485765461672,3.6122313499450684,4.693459844589233,6.081744050979614,10,0.8586453300002177
METR-LA,PPCA-lite+ID-MLP,continuous_outage_24,4.78894567489624,0.013924228236316333,12.168299388885497,0.027879409128905925,3.8117763996124268,4.833012962341309,6.1556988716125485,10,0.8221427499996935
METR-LA,PPCA-lite+ID-MLP,gaussian_noise_high,13.320888423919678,0.122696694838953,21.322260475158693,0.07659943376364288,14.419250583648681,13.213833332061768,12.042720890045166,10,0.8375645500003884
METR-LA,PPCA-lite+ID-MLP,linear_drift_high,12.48894510269165,0.06099132040954714,22.032041931152342,0.06557453567602121,13.177660655975341,12.474003982543945,11.653818798065185,10,0.7453803399999742
